,Epoch,Train loss,Train accuracy,Train roc_auc,Test loss,Test accuracy,Test roc_auc
0,1.0,0.6768648754518766,0.8617653551009985,0.8444106822841628,0.31457217078502864,0.9383561643835616,0.9185692541856929
1,2.0,0.20643760799788513,0.9167582417909915,0.8928340412089272,0.2907063288775753,0.9592846271382075,0.9531963470319634
2,3.0,0.18048804095731333,0.9284487834343543,0.9084805611652829,0.16155289896002642,0.9653729072444515,0.9577625570776256
3,4.0,0.16071514160587239,0.9340377257420467,0.9183944816312277,0.1308152106798947,0.9771689497716894,0.9752663622526638
4,5.0,0.13941158368610418,0.94441596361307,0.930890521769073,0.14230569421428524,0.932648401826484,0.9029680365296803
5,6.0,0.12414503217889712,0.9517476943823008,0.9401598281198847,0.0952299465871837,0.973744292237443,0.965372907153729
6,7.0,0.12208768739723243,0.9529729198950988,0.9420202109064126,0.18573283459821113,0.9075342465753424,0.8698630136986303
7,8.0,0.11672378236857744,0.9526123429720218,0.940020173232098,0.14769887311817848,0.9254185693449082,0.8957382039573821
8,9.0,0.11351264818356588,0.9568926609479464,0.945336642062951,0.1274074007625177,0.9406392694063926,0.9208523592085236
9,10.0,0.10463754387142567,0.9597171801787157,0.9507928345977908,0.16035255640064744,0.9189497716894978,0.8885083713850839
10,11.0,0.10192909709249552,0.9598189757420467,0.9501734230235087,0.17105403011792328,0.9105783866965063,0.8797564687975646
11,12.0,0.10459745774188867,0.9582380789976853,0.9494624742829129,0.11169714497648962,0.9440639269406392,0.921613394216134
12,13.0,0.0909702472245464,0.9643678866899931,0.9549065121113351,0.1617981825517193,0.9197108067878305,0.8877473363774735
13,14.0,0.09509778084376684,0.9628838795882005,0.9546525658375794,0.1199378395733768,0.9474885844748858,0.9257990867579907
14,15.0,0.08785688859912065,0.9656850961538461,0.9568399623206804,0.10908746565096761,0.9509132420091324,0.9288432267884322
15,16.0,0.08612887238940367,0.9679503532556387,0.9586069564449944,0.2544458082549648,0.8603500761942232,0.8169710806697108
16,17.0,0.09160989832419615,0.9653478218958929,0.9553469041383045,0.17825266514738944,0.9052511415525114,0.8664383561643836
17,18.0,0.08129724325755468,0.9685145213053776,0.9603603159155587,0.1478983378845807,0.9128614917193374,0.8801369863013698
18,19.0,0.08507591892893497,0.9673076923076923,0.9590719092242233,0.14692712347257084,0.9269406392694064,0.9037290715372908
19,20.0,0.07975141540742837,0.9702340071017925,0.9627490708071029,0.15916830419241684,0.9143835616438356,0.8854642313546423
20,21.0,0.08335773844558458,0.9665497449728159,0.9591532696127412,0.19860270959601556,0.8904109589041096,0.8462709284627092
21,22.0,0.08591044824570418,0.9660272763325618,0.9566116228501735,0.17722279187206808,0.9121004566210046,0.8881278538812787
22,23.0,0.08105905120475934,0.9676731751515315,0.9608485258173364,0.11106588919413145,0.9429223744292238,0.9273211567732117
23,24.0,0.08322579362071478,0.9669704180497389,0.9596890806032878,0.2523990714386718,0.8481735159817352,0.7926179604261795
24,25.0,0.08037323895125435,0.9698734301787156,0.9627405206940353,0.1936039886518156,0.8812785388127854,0.8318112633181127
25,26.0,0.07391069445472498,0.9714543269230769,0.96564520457476,0.155147446527839,0.908675799086758,0.865296803652968
26,27.0,0.07513936007252106,0.9720785911266621,0.9653824479728655,0.12957856598872952,0.9235159817351598,0.9037290715372907
27,28.0,0.07362566746484775,0.971616218640254,0.9650292015142714,0.22129793009257206,0.8649162862398853,0.8135464231354643
28,29.0,0.07411682620608749,0.9718149038461539,0.9648592231132486,0.116411819124858,0.9452054794520548,0.9216133942161339
29,30.0,0.07471422407632837,0.9717548076923077,0.9654588177209864,0.2104725911192698,0.8808980213997026,0.837138508371385
30,31.0,0.06949628572911024,0.9732388147941002,0.9676239202983484,0.09546123347436525,0.9509132420091324,0.9341704718417048
31,32.0,0.07125556744061984,0.9728181417171772,0.96879808822714,0.182094250639824,0.8740487063312095,0.8287671232876712
32,33.0,0.06842389664111229,0.974001668049739,0.9685680997176581,0.13330709158557735,0.9197108067878305,0.8873668188736682
33,34.0,0.0721318257256196,0.9714359301787157,0.9647593135009133,0.11175613579321574,0.9394977168949772,0.9193302891933028
34,35.0,0.07315978857760246,0.9701138147941002,0.9642296858685586,0.12231380618326196,0.9189497716894978,0.8850837138508371
35,36.0,0.06537337810374223,0.9746627257420466,0.9679851671429729,0.1878903091770329,0.872907153819794,0.8318112633181127
36,37.0,0.06732646814332559,0.9744407378710234,0.9686802891823224,0.1580071037414071,0.9006849315068494,0.8725266362252662
37,38.0,0.0672606592424787,0.9751618917171772,0.9697570457442954,0.17153130165518146,0.8926940639269406,0.8561643835616438
38,39.0,0.06706854227500467,0.97265625,0.9658642278749573,0.19165132007642424,0.875190258842625,0.8314307458143075
39,40.0,0.06291173416762971,0.9766225961538462,0.9704967189531343,0.16579554995445356,0.889269406392694,0.8614916286149162
40,41.0,0.06453310834387174,0.9755408653846154,0.9693129656621663,0.14558936533046096,0.8995433789954338,0.8622526636225267
41,42.0,0.059643464284734084,0.9766225961538462,0.9712070573944205,0.243601409630518,0.8584474885844748,0.8013698630136986
42,43.0,0.06537148157994334,0.9748197115384616,0.968597931011829,0.2797187080938522,0.8375190259659127,0.7983257229832571
43,44.0,0.0615251656406774,0.9765907083566372,0.9718741144257853,0.2808663167025401,0.8264840182648402,0.7538051750380517
44,45.0,0.06512205359311057,0.9761234301787156,0.9699114995712854,0.12073544144086097,0.9235159817351598,0.8968797564687977
45,46.0,0.05916521332871456,0.9763638147941003,0.9693232615689895,0.10904624653325233,0.9257990867579908,0.9018264840182648
46,47.0,0.06201804609825978,0.9762252257420466,0.9720737173863058,0.229405567934524,0.8203957382946798,0.7560882800608826
47,48.0,0.059416782963447844,0.9773670526651236,0.9719554787377335,0.09386008464174184,0.9394977168949772,0.919330289193303
48,49.0,0.05946610228230174,0.97734375,0.971777174266499,0.10040476230998018,0.9429223744292238,0.9204718417047186
49,50.0,0.059478726653525466,0.9774271488189697,0.973976184398088,0.1969860849315173,0.870624048796963,0.8238203957382039
