,Epoch,Train loss,Train accuracy,Train roc_auc,Test loss,Test accuracy,Test roc_auc
16,17.0,0.09456864433506361,0.9623614109479464,0.9548454557384012,0.2641741505496578,0.8698630136986302,0.8238203957382039
17,18.0,0.0922542318271903,0.9657868917171771,0.9574956449421762,0.169603431244385,0.9006849315068494,0.8554033485540334
18,19.0,0.08481311955704139,0.9653846153846154,0.957068046572994,0.24239445122205502,0.889269406392694,0.8428462709284628
19,20.0,0.0883353712180486,0.9642427884615384,0.955554729797336,0.25894863338775287,0.8904109589041096,0.8515981735159817
20,21.0,0.08869845192306317,0.9656299059207623,0.9577370173295712,0.27081966998914603,0.8595890410958904,0.8093607305936071
21,22.0,0.09031712351223598,0.9654680142035851,0.9571375398597037,0.2810137677410422,0.8710045662100456,0.8211567732115677
22,23.0,0.08856258367976318,0.9669704180497389,0.9597235988881996,0.17774938588981096,0.9223744292237442,0.8885083713850838
23,24.0,0.08046416323632002,0.9668870192307693,0.9601576273974558,0.22551415622506513,0.8915525114155252,0.8554033485540334
24,25.0,0.07812247479764314,0.9693325647941002,0.9609898861329778,0.18680015496577915,0.910958904109589,0.8820395738203957
25,26.0,0.08040926089653602,0.968532918049739,0.9624872454207456,0.27099501660248354,0.884703196347032,0.8382800608828006
26,27.0,0.08196475038734766,0.9678902571017926,0.9608169102062177,0.17564328218976114,0.9200913242009132,0.895357686453577
27,28.0,0.07772691587272745,0.9706546801787156,0.9644149742427199,0.249048535682295,0.8949771689497716,0.8458904109589043
28,29.0,0.08022876869027432,0.9670906103574313,0.9593770360400267,0.21353033116963355,0.9048706241394286,0.8626331811263318
29,30.0,0.07523043492379097,0.9726194565112775,0.9662118693096361,0.27353958166353237,0.8995433789954338,0.8538812785388127
30,31.0,0.07362739897261446,0.9709551609479464,0.9633827264120417,0.1241585373697477,0.952054794520548,0.9322678843226789
31,32.0,0.07908012464355964,0.9683710263325618,0.9605404331551628,0.170008998211116,0.9292237442922374,0.90220700152207
32,33.0,0.07474014343908773,0.9698317307692308,0.9623316475148972,0.14243328185750306,0.9372146118721462,0.9178082191780822
33,34.0,0.07390334020153834,0.9712372449728158,0.9654239481308245,0.20556359860586793,0.9223744292237442,0.8987823439878235
34,35.0,0.0717872695854077,0.9725360576923077,0.9670917798732822,0.1743025802858344,0.9277016743677392,0.9022070015220702
35,36.0,0.07187983607156918,0.9738581730769231,0.9681774403524767,0.13981476017873581,0.9379756469704789,0.9159056316590563
36,37.0,0.08131093583427942,0.9691939757420467,0.9631351254340764,0.16160987104399802,0.9155251141552512,0.8820395738203957
37,38.0,0.07015879379155544,0.9734007065112774,0.9675953986976954,0.20836627286046608,0.9006849315068494,0.8611111111111113
38,39.0,0.06896898116773138,0.9728181417171772,0.9680441832726274,0.1890244628876856,0.9200913242009132,0.8801369863013699
39,40.0,0.06652224698605445,0.9743438482284545,0.9679321603147768,0.19545135657264762,0.9155251141552512,0.8789954337899544
40,41.0,0.07121002132502886,0.9724158653846153,0.9657240621377747,0.12829273238301822,0.9509132420091324,0.9356925418569254
41,42.0,0.06780164966073174,0.9741586538461539,0.9683718791140978,0.2162406588346404,0.9143835616438356,0.8839421613394215
42,43.0,0.06830677669495344,0.9742653551009985,0.9682934758143513,0.1671262117870605,0.9383561643835616,0.9124809741248098
43,44.0,0.06508000065357639,0.9765441032556387,0.9712955997973269,0.20954712524533817,0.9322678844134012,0.9067732115677322
44,45.0,0.0676247534628671,0.9729383340248695,0.9669535221140764,0.1721976830360382,0.9292237442922374,0.9048706240487062
45,46.0,0.06661025173245715,0.9745793269230769,0.9690239288225503,0.14037952697984704,0.9497716894977168,0.9288432267884323
46,47.0,0.061592390108853576,0.9764239109479464,0.9711985754013907,0.1450139705993269,0.9246575342465754,0.8987823439878235
47,48.0,0.06498773153513097,0.9761835263325618,0.9705210818394957,0.16696495677326692,0.9315068493150684,0.9022070015220699
48,49.0,0.059845289337233855,0.977704326923077,0.9714621522859156,0.2017733873161551,0.906392694063927,0.867199391171994
49,50.0,0.06692681978098475,0.97566596361307,0.9698528168681947,0.22232710176587267,0.9212328767123288,0.8942161339421615
