,Epoch,Train loss,Train accuracy,Train roc_auc,Test loss,Test accuracy,Test roc_auc
0,1.0,0.408464587193269,0.8421139127933062,0.7618589446271253,0.344948572110912,0.8276255707762558,0.7701674277016743
1,2.0,0.24673916453925462,0.9006291698950988,0.8604064504153487,0.24565857539982555,0.8801369863013698,0.8272450532724506
2,3.0,0.19844202525340593,0.919499362202791,0.8883304924464593,0.1382043878781741,0.9531963470319634,0.9440639269406392
3,4.0,0.16440196508684984,0.9341211243317677,0.9138632623917096,0.11424021252758426,0.9657534246575342,0.9531963470319634
4,5.0,0.1471919510513544,0.9425713795882005,0.9237560772588044,0.1697607308038251,0.9372146118721462,0.9105783866057839
5,6.0,0.14055294643800992,0.9444343603574312,0.9276954749190032,0.19739164541301119,0.877473363865456,0.826103500761035
6,7.0,0.12965069361604176,0.9482020213053777,0.9333774707932737,0.18224825697300367,0.9611872146118722,0.941400304414003
7,8.0,0.1311120869878393,0.94832221361307,0.9333729339751662,0.1162336740863922,0.9657534246575342,0.9596651445966515
8,9.0,0.11750822578771757,0.9511234301787156,0.9373576640301602,0.14523445743404023,0.9600456621004566,0.9505327245053273
9,10.0,0.11532308052365596,0.9553117642035851,0.9417090805303583,0.21848294166125118,0.8580669711713922,0.8036529680365296
10,11.0,0.11109339610601847,0.9565504807692308,0.9445621898663151,0.1553769519430682,0.906392694063927,0.8679604261796042
11,12.0,0.10226432567175764,0.9606787186402541,0.950769236320547,0.1647361995286593,0.9052511415525114,0.8751902587519027
12,13.0,0.11239208000927017,0.9544753237412527,0.9450787160718703,0.16768690998151423,0.9596651446873739,0.9406392694063926
13,14.0,0.09813601603874793,0.962805386689993,0.9541711732383567,0.19532844043213482,0.9429223744292238,0.9284627092846273
14,15.0,0.0979909134670519,0.9600176609479464,0.9500359953653171,0.22080986589601595,0.8808980213997026,0.837138508371385
15,16.0,0.0958919471487976,0.9633646488189698,0.953712726950309,0.12412952199646327,0.9452054794520548,0.9204718417047183
16,17.0,0.10213047260275254,0.9605401295882005,0.9504991604045214,0.22161546372170624,0.8618721461187214,0.8074581430745815
17,18.0,0.09359500363039283,0.9641875982284546,0.9547354996280785,0.24979362490514642,0.8226788433175108,0.7572298325722984
18,19.0,0.09177268342329906,0.9641275020746084,0.9531416992096711,0.2363626476791177,0.8835616438356164,0.843226788432268
19,20.0,0.09295572619885206,0.9636651295882005,0.9537203987728866,0.48907641161522364,0.7998477930892004,0.7309741248097411
20,21.0,0.08697498278835646,0.9651258340248695,0.955253186827851,0.28411734944473116,0.821917808219178,0.73896499238965
21,22.0,0.0850158913490864,0.9675112834343543,0.9598732680821804,0.27849019682842846,0.8378995433789954,0.7591324200913242
22,23.0,0.0846332729077683,0.9673726943823008,0.957226985339986,0.15785003107330298,0.8995433789954338,0.8588280060882801
23,24.0,0.08295045765116811,0.9686114109479464,0.9608162026534435,0.20562139867919765,0.8961187214611872,0.8531202435312023
24,25.0,0.08482264949438664,0.967751668049739,0.9597993166172196,0.17963954799523638,0.870624048796963,0.8276255707762555
25,26.0,0.08403171740042475,0.9673309949728158,0.9594418290221516,0.11835262186178878,0.9436834095275566,0.9147640791476408
26,27.0,0.08185190495390159,0.9696931417171771,0.9620661901213873,0.34396281933675615,0.7945205479452054,0.7134703196347032
27,28.0,0.07650603049506362,0.9706362834343544,0.9625842003437277,0.17456168752827056,0.9117199392079218,0.8820395738203958
28,29.0,0.07884351072403101,0.9698967328438393,0.9609964528593997,0.19893305343852197,0.8637747337284698,0.8146879756468797
29,30.0,0.07360762857760374,0.9706963795882005,0.9625993361487866,0.17893252470721938,0.8603500761942232,0.8032724505327246
30,31.0,0.07230072069125107,0.9736177884615385,0.967536473172509,0.2021677410357619,0.89687975655952,0.8367579908675801
31,32.0,0.07551579486148861,0.9714543269230769,0.9648105247606111,0.15848587752749385,0.9101978691473399,0.8748097412480974
32,33.0,0.0746704313904047,0.9725176609479464,0.9660553327572392,0.379410720987407,0.8299086757990868,0.7553272450532725
33,34.0,0.07354810848975411,0.9723790718958928,0.9659917625956822,0.34010812293176784,0.8333333333333334,0.775875190258752
34,35.0,0.0742851365572558,0.9716346153846154,0.9636865834976681,0.11944998242811525,0.9372146118721462,0.9155251141552513
35,36.0,0.07605275407863352,0.9717548076923077,0.9639579645856465,0.20237066457260688,0.8504566210045662,0.8040334855403349
36,37.0,0.06743845970083315,0.9732989109479464,0.9669151743699769,0.2033822235270107,0.8595890410958904,0.8082191780821918
37,38.0,0.07189266826026142,0.9731370192307692,0.9676103325037607,0.3742657251875065,0.8230593607305936,0.7682648401826485
38,39.0,0.06903522100586157,0.973899872486408,0.9670654622099425,0.16384243135038576,0.8873668189190295,0.845509893455099
39,40.0,0.06882898930030373,0.9732989109479464,0.9686001181317705,0.11411917434163289,0.9463470319634704,0.919330289193303
40,41.0,0.06666831109457864,0.9747596153846154,0.9696278660477526,0.17011651988715343,0.9006849315068494,0.8603500761035007
41,42.0,0.06496292108383317,0.9751618917171772,0.969775272043454,0.2217779955635332,0.9094368341850908,0.8740487062404871
42,43.0,0.06741356962861923,0.9750416994094848,0.9688091233212042,0.160600352232859,0.9235159817351598,0.8945966514459668
43,44.0,0.0668826321999614,0.9752219878710233,0.9699741538496727,0.21726735786760235,0.9337899543378996,0.9151445966514459
44,45.0,0.06685950535779389,0.9749031103574313,0.9684647669503792,0.20917875016933163,0.8767123287671232,0.8215372907153728
45,46.0,0.06193293445886901,0.9759848411266621,0.9711786890270715,0.22603792816264445,0.8443683410344058,0.7819634703196345
46,47.0,0.06423683749655118,0.9756610576923077,0.9695285929977904,0.1830152312642363,0.9041095890410958,0.8599695585996956
47,48.0,0.06425314701090638,0.9743806417171772,0.9675763917360413,0.13300468383535538,0.9235159817351598,0.8862252663622527
48,49.0,0.059509678876314025,0.9768445840248695,0.970230761019157,0.1272558886983079,0.920852359299246,0.8873668188736682
49,50.0,0.06429733189825829,0.9764840071017925,0.9699204617597266,0.12333552859145212,0.9406392694063926,0.9094368340943684
