,Epoch,Train loss,Train accuracy,Train roc_auc,Test loss,Test accuracy,Test roc_auc
27,28.0,0.08479592081589195,0.9674695840248695,0.9572440619816895,0.22039623333983224,0.8656773212021345,0.8203957382039574
28,29.0,0.08432307246929178,0.9679319565112774,0.9580877270700808,0.24440196340214715,0.8710045662100456,0.8207762557077627
29,30.0,0.086239433933336,0.9663694565112774,0.958248607330286,0.1447607757157931,0.9360730593607306,0.9094368340943683
30,31.0,0.08569243585404296,0.9688750982284546,0.9617660593078619,0.24702851628515493,0.906392694063927,0.8713850837138509
31,32.0,0.08715386152840578,0.967289295563331,0.9590145500032424,0.1997432543627161,0.8972602739726028,0.8603500761035009
32,33.0,0.0850598543165968,0.9668686224864079,0.9606118849033658,0.1782072755523009,0.9223744292237442,0.8938356164383562
33,34.0,0.08684828718407796,0.9681723411266621,0.961567844881837,0.24194555100240664,0.886986301369863,0.8535007610350077
34,35.0,0.0806689183657559,0.9689903846153847,0.961595862586718,0.1434918943469383,0.9383561643835616,0.921993911719939
35,36.0,0.0804378655524208,0.9701739109479464,0.9631276136824312,0.18413789978582565,0.906392694063927,0.8645357686453579
36,37.0,0.07632176287185688,0.9700721153846154,0.962056780804786,0.264127179572027,0.8748097412934587,0.8382800608828006
37,38.0,0.08273416928087289,0.9689952905361469,0.9616950289109953,0.17434736233487402,0.932648401826484,0.9101978691019785
38,39.0,0.07522243513510778,0.969993622486408,0.9617076891948265,0.24844540148701297,0.8995433789954338,0.8721461187214613
39,40.0,0.07847667362970802,0.969993622486408,0.9611489197020879,0.12346735460573136,0.9440639269406392,0.9269406392694064
40,41.0,0.08096414724221597,0.9688100961538462,0.9609536086888156,0.1551092987599438,0.932648401826484,0.9052511415525115
41,42.0,0.0795392604652219,0.9687733026651236,0.9620339711878788,0.18681930835660734,0.9265601218563236,0.8984018264840182
42,43.0,0.07623059980284709,0.971195545563331,0.9637713708000941,0.1474256409697881,0.9337899543378996,0.912861491628615
43,44.0,0.07422687045226876,0.9713758340248695,0.9643270160126969,0.1408706073347292,0.9360730593607306,0.9143835616438357
44,45.0,0.07394079361469126,0.9741586538461539,0.9694746004900184,0.18943870115225717,0.9128614917193374,0.8919330289193302
45,46.0,0.07087755856605676,0.9719583988189697,0.9663175703975133,0.21559038127761346,0.9212328767123288,0.8881278538812786
46,47.0,0.07473680233009733,0.9734608026651236,0.9659780898897732,0.25520900050475853,0.8858447488584474,0.8340943683409436
47,48.0,0.07092198486296604,0.9716947115384615,0.9654398574527535,0.12631793712552442,0.9486301369863014,0.9353120243531204
48,49.0,0.07478036157285364,0.9706129807692307,0.963744084246863,0.24252717816122046,0.9094368341850908,0.8732876712328769
49,50.0,0.0702564375116848,0.973798076923077,0.9658596053545195,0.11749946409368624,0.9474885844748858,0.9261796042617961
